sujet	session	treatment	trial	accuracy	conf	rt_trial	rt_conf	xc	xc_real	xc_diff	xc_o	s_o	stimuli	treat_block_e	treat_block_h	treat_mixed	keyword	elicit	gain	age	payment	hard	mixed
20	2	1	131	1	1	1.12210711	0.147341392	2	2	54	54	0	0	70	131	128	1	1	1	20	16	0	0
20	2	1	132	1	1	0.988905873	0.016983389	2	2	54	54	0	0	69	132	123	1	1	1	20	16	0	0
20	2	1	133	1	0.9	1.01337083	1.28609824	2	2	54	54	0	0	68	133	107	1	1	3	20	16	0	0
20	2	1	134	1	1	1.05302183	0.14225372	2	2	54	54	0	0	67	134	147	1	1	1	20	16	0	0
20	2	1	135	1	0.8	1.869408925	0.295213586	2	2	54	54	1	1	66	135	55	2	1	1	20	16	0	0
20	2	1	136	1	0.8	1.360657122	0.221752003	2	2	54	54	1	1	65	136	58	2	1	1	20	16	0	0
20	2	1	137	0	0.8	1.652333103	1.18255034	2	2	54	54	1	1	64	137	200	1	0	2	20	16	0	0
20	2	1	138	0	0.8	1.573456708	0.414648954	2	2	54	54	1	1	63	138	144	1	1	3	20	16	0	0
20	2	1	139	1	0.8	1.244439915	0.486944058	2	2	54	54	0	0	62	139	78	1	1	1	20	16	0	0
20	2	1	140	1	0.8	1.195276191	0.255793509	2	2	54	54	0	0	61	140	145	1	1	1	20	16	0	0
20	2	1	141	0	0.8	2.088194536	0.215432103	2	2	54	54	1	1	60	141	105	1	0	2	20	16	0	0
20	2	1	142	1	0.8	2.498770594	1.033970305	2	2	54	54	0	0	59	142	65	1	1	1	20	16	0	0
20	2	1	143	1	0.7	1.794385087	0.798205155	2	2	54	54	0	0	58	143	189	1	1	1	20	16	0	0
20	2	1	144	0	0.8	1.857842594	0.24131595	2	2	54	54	0	0	57	144	118	2	0	2	20	16	0	0
20	2	1	145	1	0.8	1.253626141	0.430383437	2	2	54	54	1	1	56	145	176	2	1	1	20	16	0	0
20	2	1	146	0	0.8	1.596025214	0.166597443	2	2	54	54	0	0	55	146	49	2	0	2	20	16	0	0
20	2	1	147	1	0.8	1.250437165	0.190123316	2	2	54	54	1	1	54	147	126	2	1	1	20	16	0	0
20	2	1	148	1	0.8	2.10578153	0.669614671	2	2	54	54	1	1	53	148	93	2	1	1	20	16	0	0
20	2	1	149	0	0.8	2.117593537	0.192156075	2	2	54	54	0	0	52	149	81	2	0	2	20	16	0	0
20	2	1	150	0	0.8	1.693004331	0.769738503	2	2	54	54	1	1	51	150	179	1	1	3	20	16	0	0
20	2	1	151	1	0.8	1.552667588	0.225626049	2	2	54	54	0	0	50	151	88	1	1	1	20	16	0	0
20	2	1	152	1	0.8	1.33185916	0.101495255	2	2	54	54	1	1	49	152	70	2	1	3	20	16	0	0
20	2	1	153	1	0.8	1.273260328	0.27002475	2	2	54	54	1	1	48	153	187	2	1	3	20	16	0	0
20	2	1	154	0	0.7	1.367629699	0.860842566	2	2	54	54	0	0	47	154	8	2	0	2	20	16	0	0
20	2	1	155	1	0.9	1.097102692	0.102870206	2	2	54	54	1	1	46	155	124	2	1	1	20	16	0	0
20	2	1	156	1	0.8	1.077343102	0.416666961	2	2	54	54	0	0	45	156	162	1	1	3	20	16	0	0
20	2	1	157	1	0.8	1.265616151	0.759176684	2	2	54	54	1	1	44	157	29	2	1	1	20	16	0	0
20	2	1	158	1	0.8	1.597570471	0.078341745	2	2	54	54	0	0	43	158	177	1	1	1	20	16	0	0
20	2	1	159	1	0.9	1.188817738	0.047539569	2	2	54	54	1	1	42	159	154	2	1	1	20	16	0	0
20	2	1	160	1	0.8	1.285363875	0.166165747	2	2	54	54	0	0	41	160	168	1	1	1	20	16	0	0
20	2	1	161	1	0.8	1.261123104	0.078622701	2	2	54	54	0	0	40	161	114	1	1	1	20	16	0	0
20	2	1	162	1	0.8	1.190858195	0.149100573	2	2	54	54	0	0	39	162	59	1	1	1	20	16	0	0
20	2	1	163	1	0.8	1.272478078	0.268405406	2	2	54	54	0	0	38	163	101	1	1	1	20	16	0	0
20	2	1	164	1	0.9	1.007244328	0.045412195	2	2	54	54	1	1	37	164	38	2	1	3	20	16	0	0
20	2	1	165	1	1	1.005766103	0.21229765	2	2	54	54	1	1	36	165	195	2	1	1	20	16	0	0
20	2	1	166	1	0.9	1.068854775	0.035227229	2	2	54	54	0	0	35	166	40	1	1	1	20	16	0	0
20	2	1	167	1	0.7	1.444773534	0.462596486	2	2	54	54	1	1	34	167	199	2	1	1	20	16	0	0
20	2	1	168	1	0.7	1.541716729	0.263065002	2	2	54	54	0	0	33	168	117	1	1	1	20	16	0	0
20	2	1	169	1	0.8	1.069527337	1.109449574	2	2	54	54	1	1	32	169	174	2	1	1	20	16	0	0
20	2	1	170	1	0.8	1.213383724	0.207600943	2	2	54	54	0	0	31	170	63	1	1	3	20	16	0	0
20	2	1	171	1	0.8	1.195463174	0.183086273	2	2	54	54	0	0	30	171	160	1	1	3	20	16	0	0
20	2	1	172	0	0.8	2.086517461	0.679672629	2	2	54	54	1	1	29	172	79	1	0	2	20	16	0	0
20	2	1	173	1	0.7	1.32442121	0.35028636	2	2	54	54	1	1	28	173	4	2	1	3	20	16	0	0
20	2	1	174	0	0.8	1.022688554	0.631241443	2	2	54	54	1	1	27	174	94	1	1	3	20	16	0	0
20	2	1	175	1	0.9	1.213823118	0.247085485	2	2	54	54	0	0	26	175	129	1	1	1	20	16	0	0
20	2	1	176	0	0.7	2.748838187	0.469328519	2	2	54	54	1	1	25	176	167	1	1	3	20	16	0	0
20	2	1	177	0	0.8	1.417672211	0.17650017	2	2	54	54	0	0	24	177	9	2	0	2	20	16	0	0
20	2	1	178	1	0.8	1.357428056	0.742199069	2	2	54	54	0	0	23	178	173	1	1	1	20	16	0	0
20	2	1	179	1	0.9	1.540384114	0.213883639	2	2	54	54	0	0	22	179	6	1	1	1	20	16	0	0
20	2	1	180	1	0.9	1.088217628	0.223342802	2	2	54	54	0	0	21	180	41	1	1	3	20	16	0	0
20	2	1	181	1	0.8	1.45702237	0.178838261	2	2	54	54	0	0	20	181	158	1	1	1	20	16	0	0
20	2	1	182	0	0.8	2.68170805	0.15801771	2	2	54	54	1	1	19	182	194	1	1	3	20	16	0	0
20	2	1	183	1	0.9	1.125751196	0.000121876	2	2	54	54	0	0	18	183	18	1	1	1	20	16	0	0
20	2	1	184	1	0.8	1.373554786	0.120705443	2	2	54	54	1	1	17	184	138	2	1	1	20	16	0	0
20	2	1	185	0	0.9	1.292838067	0.135023601	2	2	54	54	1	1	16	185	10	1	0	2	20	16	0	0
20	2	1	186	1	0.8	0.987223025	0.100807299	2	2	54	54	0	0	15	186	184	1	1	1	20	16	0	0
20	2	1	187	1	0.9	1.021607067	6.61E-05	2	2	54	54	0	0	14	187	13	1	1	1	20	16	0	0
20	2	1	188	1	0.8	1.157699005	0.115384282	2	2	54	54	0	0	13	188	67	1	1	1	20	16	0	0
20	2	1	189	1	0.9	1.082289975	0.974784544	2	2	54	54	1	1	12	189	60	2	1	1	20	16	0	0
20	2	1	190	1	0.8	1.157521002	1.237989704	2	2	54	54	0	0	11	190	85	1	1	1	20	16	0	0
20	2	1	191	0	0.7	1.349492019	0.382271694	2	2	54	54	1	1	10	191	191	1	0	2	20	16	0	0
20	2	1	192	1	0.7	5.154139911	1.294890294	2	2	54	54	0	0	9	192	181	1	1	1	20	16	0	0
20	2	1	193	1	0.8	1.373501545	0.19890222	2	2	54	54	0	0	8	193	82	1	1	3	20	16	0	0
20	2	1	194	0	0.8	1.285506597	0.528979011	2	2	54	54	0	0	7	194	25	2	0	4	20	16	0	0
20	2	1	195	1	0.7	1.189574971	0.269764963	2	2	54	54	0	0	6	195	16	1	0	4	20	16	0	0
20	2	1	196	1	0.8	1.030743901	0.271254092	2	2	54	54	0	0	5	196	1	1	1	1	20	16	0	0
20	2	1	197	1	0.9	1.119210316	0.246170455	2	2	54	54	1	1	4	197	98	2	1	1	20	16	0	0
20	2	1	198	0	0.8	1.517491033	0.227723274	2	2	54	54	1	1	3	198	24	1	0	2	20	16	0	0
20	2	1	199	0	0.8	1.357852696	0.423236706	2	2	54	54	1	1	2	199	91	1	0	2	20	16	0	0
20	2	1	200	1	0.9	1.05370273	1.288900421	2	2	54	54	1	1	1	200	155	2	1	1	20	16	0	0
21	2	2	1	1	0.7	1.172313931	1.40751479	4	4	58	52	0	1	200	1	197	2	1	1	24	15.2	0	0
21	2	2	2	0	0.6	1.842083697	2.633819635	4	4	58	52	1	1	199	2	69	1	1	3	24	15.2	0	0
21	2	2	3	1	0.7	1.274248595	2.171978583	4	4	58	52	0	1	198	3	89	2	1	1	24	15.2	0	0
21	2	2	4	1	0.8	2.775229365	0.914204104	4	4	58	52	0	1	197	4	33	2	1	1	24	15.2	0	0
21	2	2	5	1	0.9	1.451972926	1.004261122	4	4	58	52	0	0	196	5	66	1	1	1	24	15.2	0	0
21	2	2	6	1	0.8	1.751231287	2.555601775	4	4	58	52	1	0	195	6	148	1	1	1	24	15.2	0	0
21	2	2	7	1	0.6	1.830677514	1.058830812	4	4	58	52	1	0	194	7	97	1	0	4	24	15.2	0	0
21	2	2	8	1	0.7	1.132395818	0.339353513	4	4	58	52	1	0	193	8	75	1	1	1	24	15.2	0	0
21	2	2	9	1	0.7	1.171978134	0.643164853	4	4	58	52	0	0	192	9	172	1	1	3	24	15.2	0	0
21	2	2	10	1	0.5	1.517150199	0.488046022	4	4	58	52	1	1	191	10	17	2	1	3	24	15.2	0	0
21	2	2	11	1	0.6	1.111221703	2.699245147	4	4	58	52	0	0	190	11	164	1	1	1	24	15.2	0	0
21	2	2	12	0	0.5	1.405619191	1.343069086	4	4	58	52	1	1	189	12	141	1	0	4	24	15.2	0	0
21	2	2	13	1	0.7	1.012658798	0.823954973	4	4	58	52	0	0	188	13	39	1	1	1	24	15.2	0	0
21	2	2	14	1	0.7	1.316567317	0.5760084	4	4	58	52	1	0	187	14	150	1	1	3	24	15.2	0	0
21	2	2	15	1	0.5	1.367562873	1.78379279	4	4	58	52	0	0	186	15	54	1	0	4	24	15.2	0	0
21	2	2	16	1	0.7	1.184048534	0.935750257	4	4	58	52	0	1	185	16	14	2	1	1	24	15.2	0	0
21	2	2	17	1	0.5	2.230202139	0.738881345	4	4	58	52	0	1	184	17	42	2	1	3	24	15.2	0	0
21	2	2	18	1	0.6	1.162071971	0.846752907	4	4	58	52	1	0	183	18	190	1	1	3	24	15.2	0	0
21	2	2	19	1	0.7	1.226048138	0.562459789	4	4	58	52	1	1	182	19	62	2	1	1	24	15.2	0	0
21	2	2	20	1	0.7	1.392193737	1.156756762	4	4	58	52	1	0	181	20	127	1	1	3	24	15.2	0	0
21	2	2	21	1	0.7	1.234321822	0.998254627	4	4	58	52	1	0	180	21	57	1	1	1	24	15.2	0	0
21	2	2	22	1	0.5	1.922083813	0.5796207	4	4	58	52	0	0	179	22	90	1	1	3	24	15.2	0	0
21	2	2	23	0	0.6	3.052366838	0.684319673	4	4	58	52	0	0	178	23	77	2	0	2	24	15.2	0	0
21	2	2	24	1	0.6	2.390169014	0.434623879	4	4	58	52	1	0	177	24	106	1	1	3	24	15.2	0	0
21	2	2	25	1	0.5	1.761123979	0.315109761	4	4	58	52	1	1	176	25	80	2	1	1	24	15.2	0	0
21	2	2	26	1	0.8	1.251761762	0.61088828	4	4	58	52	1	0	175	26	51	1	1	3	24	15.2	0	0
21	2	2	27	1	0.5	1.44982697	0.346832446	4	4	58	52	0	1	174	27	102	2	0	4	24	15.2	0	0
21	2	2	28	1	0.8	1.380783064	0.166294735	4	4	58	52	0	1	173	28	161	2	1	1	24	15.2	0	0
21	2	2	29	1	0.5	2.220664486	0.659058268	4	4	58	52	1	1	172	29	2	2	1	3	24	15.2	0	0
21	2	2	30	1	0.5	1.739541585	0.444177888	4	4	58	52	0	0	171	30	122	1	1	3	24	15.2	0	0
21	2	2	31	1	0.7	1.283808056	0.427385808	4	4	58	52	1	0	170	31	37	1	1	3	24	15.2	0	0
21	2	2	32	1	0.7	1.283532235	0.819490833	4	4	58	52	1	1	169	32	99	2	1	3	24	15.2	0	0
21	2	2	33	1	0.7	1.205041761	0.389609482	4	4	58	52	1	0	168	33	34	1	1	1	24	15.2	0	0
21	2	2	34	1	0.8	1.028228924	0.883358596	4	4	58	52	1	1	167	34	198	2	1	1	24	15.2	0	0
21	2	2	35	1	0.7	1.235982845	0.322532247	4	4	58	52	0	0	166	35	74	1	1	1	24	15.2	0	0
21	2	2	36	1	0.9	1.112252186	0.55823523	4	4	58	52	1	1	165	36	196	2	1	1	24	15.2	0	0
21	2	2	37	1	0.5	1.46193714	0.378277385	4	4	58	52	1	1	164	37	44	2	1	1	24	15.2	0	0
21	2	2	38	1	0.6	1.147491916	0.686404692	4	4	58	52	0	0	163	38	52	1	1	1	24	15.2	0	0
21	2	2	39	1	0.6	1.23800404	0.661375169	4	4	58	52	0	0	162	39	3	1	1	3	24	15.2	0	0
21	2	2	40	0	0.5	1.315806242	0.442118207	4	4	58	52	1	0	161	40	7	2	0	4	24	15.2	0	0
21	2	2	41	1	0.5	1.260538981	0.921159297	4	4	58	52	0	0	160	41	5	1	0	4	24	15.2	0	0
21	2	2	42	0	0.5	1.567188397	1.626152116	4	4	58	52	0	1	159	42	103	1	0	2	24	15.2	0	0
21	2	2	43	1	0.6	1.548514637	0.747216929	4	4	58	52	1	0	158	43	109	1	1	1	24	15.2	0	0
21	2	2	44	1	0.5	1.40432315	0.294144758	4	4	58	52	1	1	157	44	170	2	1	3	24	15.2	0	0
21	2	2	45	1	0.5	1.724599433	0.267035348	4	4	58	52	1	0	156	45	183	1	1	3	24	15.2	0	0
21	2	2	46	1	0.7	1.027835077	0.337098191	4	4	58	52	0	1	155	46	46	2	1	3	24	15.2	0	0
21	2	2	47	0	0.6	1.171157084	1.180158937	4	4	58	52	0	0	154	47	96	2	0	2	24	15.2	0	0
21	2	2	48	0	0.5	1.257981859	0.321123312	4	4	58	52	1	1	153	48	185	1	1	3	24	15.2	0	0
21	2	2	49	1	0.7	1.084486577	0.286268128	4	4	58	52	1	1	152	49	186	2	1	1	24	15.2	0	0
21	2	2	50	1	0.7	1.062629003	0.858542354	4	4	58	52	1	0	151	50	84	1	1	1	24	15.2	0	0
21	2	2	51	1	0.8	1.196082693	0.4659896	4	4	58	52	0	1	150	51	64	2	1	1	24	15.2	0	0
21	2	2	52	1	0.7	1.212388236	0.323678831	4	4	58	52	1	0	149	52	83	1	1	1	24	15.2	0	0
21	2	2	53	1	0.7	1.116165003	0.482214962	4	4	58	52	1	1	148	53	140	2	1	1	24	15.2	0	0
21	2	2	54	0	0.6	1.232282026	0.290394867	4	4	58	52	0	1	147	54	119	1	1	3	24	15.2	0	0
21	2	2	55	1	0.5	1.189387606	0.394733027	4	4	58	52	0	0	146	55	32	1	1	3	24	15.2	0	0
21	2	2	56	1	0.6	1.245350515	0.304808468	4	4	58	52	1	1	145	56	56	2	1	1	24	15.2	0	0
21	2	2	57	1	0.7	1.284137759	0.256734376	4	4	58	52	1	0	144	57	30	1	1	1	24	15.2	0	0
21	2	2	58	1	0.5	3.324436891	0.366821169	4	4	58	52	0	0	143	58	113	1	1	1	24	15.2	0	0
21	2	2	59	1	0.5	2.268201368	0.548434905	4	4	58	52	1	0	142	59	153	1	1	1	24	15.2	0	0
21	2	2	60	1	0.8	1.484004146	0.267654343	4	4	58	52	0	1	141	60	73	2	1	1	24	15.2	0	0
21	2	2	61	1	0.8	1.529541322	0.293082845	4	4	58	52	0	0	140	61	104	1	1	1	24	15.2	0	0
21	2	2	62	1	0.6	2.957019498	0.41241383	4	4	58	52	0	0	139	62	23	1	1	3	24	15.2	0	0
21	2	2	63	1	0.7	2.147645542	1.451035902	4	4	58	52	1	1	138	63	132	2	1	1	24	15.2	0	0
21	2	2	64	1	0.7	1.133256317	0.459603048	4	4	58	52	0	1	137	64	31	2	1	1	24	15.2	0	0
21	2	2	65	1	0.7	1.468599513	0.281818421	4	4	58	52	1	1	136	65	72	2	1	1	24	15.2	0	0
21	2	2	66	0	0.5	1.230394572	1.394520388	4	4	58	52	1	1	135	66	45	1	0	4	24	15.2	0	0
21	2	2	67	1	0.8	1.188409401	0.651323719	4	4	58	52	0	0	134	67	116	1	1	1	24	15.2	0	0
21	2	2	68	0	0.6	1.176716813	0.518278309	4	4	58	52	1	0	133	68	121	2	0	2	24	15.2	0	0
21	2	2	69	1	0.7	1.996033814	0.262170626	4	4	58	52	0	0	132	69	68	1	1	1	24	15.2	0	0
21	2	2	70	1	0.6	1.174612551	0.538283389	4	4	58	52	1	0	131	70	180	1	1	1	24	15.2	0	0
21	2	2	71	1	0.7	1.488781953	0.243147278	4	4	58	52	1	0	130	71	134	1	1	1	24	15.2	0	0
21	2	2	72	1	0.7	1.299699868	0.342126481	4	4	58	52	0	1	129	72	130	2	1	1	24	15.2	0	0
21	2	2	73	0	0.5	1.172822918	0.323704809	4	4	58	52	1	1	128	73	166	1	0	2	24	15.2	0	0
21	2	2	74	1	0.8	1.287344025	0.240173537	4	4	58	52	0	1	127	74	175	2	1	1	24	15.2	0	0
21	2	2	75	1	0.7	1.271962162	0.988037363	4	4	58	52	0	1	126	75	20	2	1	1	24	15.2	0	0
21	2	2	76	1	0.8	1.201714263	0.132055339	4	4	58	52	0	1	125	76	120	2	1	1	24	15.2	0	0
21	2	2	77	0	0.6	2.962758511	0.723405511	4	4	58	52	0	1	124	77	36	1	0	2	24	15.2	0	0
21	2	2	78	1	0.7	1.059341274	0.254616964	4	4	58	52	1	1	123	78	169	2	1	1	24	15.2	0	0
21	2	2	79	1	0.6	1.517621341	0.186743054	4	4	58	52	1	0	122	79	163	1	1	1	24	15.2	0	0
21	2	2	80	1	0.5	1.325833318	0.250738143	4	4	58	52	0	0	121	80	139	1	1	3	24	15.2	0	0
21	2	2	81	0	0.7	1.331008179	0.079208892	4	4	58	52	0	0	120	81	22	2	0	2	24	15.2	0	0
21	2	2	82	1	0.8	1.180501341	0.115249147	4	4	58	52	0	1	119	82	87	2	1	3	24	15.2	0	0
21	2	2	83	1	0.5	2.104825851	0.342432772	4	4	58	52	1	1	118	83	86	2	1	3	24	15.2	0	0
21	2	2	84	1	0.5	1.468059416	0.226625567	4	4	58	52	1	0	117	84	157	1	1	1	24	15.2	0	0
21	2	2	85	1	0.6	1.095827654	0.362410591	4	4	58	52	0	0	116	85	43	1	1	1	24	15.2	0	0
21	2	2	86	1	0.7	1.07839477	0.027255018	4	4	58	52	0	1	115	86	108	2	1	3	24	15.2	0	0
21	2	2	87	1	0.7	1.029059596	0.266894872	4	4	58	52	0	1	114	87	133	2	1	1	24	15.2	0	0
21	2	2	88	1	0.6	1.198142053	0.275665676	4	4	58	52	1	0	113	88	100	1	1	1	24	15.2	0	0
21	2	2	89	0	0.5	2.312497987	0.778650322	4	4	58	52	0	1	112	89	92	1	0	2	24	15.2	0	0
21	2	2	90	1	0.8	1.080396721	0.24617458	4	4	58	52	1	1	111	90	15	2	1	1	24	15.2	0	0
21	2	2	91	1	0.7	1.372512266	0.014423222	4	4	58	52	0	0	110	91	53	1	1	1	24	15.2	0	0
21	2	2	92	1	0.8	1.043268575	0.00314629	4	4	58	52	1	1	109	92	28	2	1	1	24	15.2	0	0
21	2	2	93	1	0.7	1.174702033	0.197883038	4	4	58	52	0	1	108	93	182	2	1	1	24	15.2	0	0
21	2	2	94	1	0.6	1.373333637	0.308105177	4	4	58	52	1	0	107	94	26	1	1	1	24	15.2	0	0
21	2	2	95	1	0.6	1.264387654	0.262339647	4	4	58	52	0	1	106	95	143	2	1	1	24	15.2	0	0
21	2	2	96	1	0.6	1.376685189	0.418824115	4	4	58	52	0	0	105	96	115	1	1	1	24	15.2	0	0
21	2	2	97	1	0.6	1.366644323	0.490609559	4	4	58	52	1	1	104	97	50	2	1	1	24	15.2	0	0
21	2	2	98	1	0.5	1.328785571	0.275686523	4	4	58	52	1	1	103	98	146	2	1	1	24	15.2	0	0
21	2	2	99	1	0.6	1.1830838	0.434407712	4	4	58	52	0	1	102	99	71	2	1	3	24	15.2	0	0
21	2	2	100	1	0.5	1.284233014	0.290324308	4	4	58	52	0	0	101	100	35	1	0	4	24	15.2	0	0
21	2	2	101	1	0.6	1.156440401	0.638617967	4	4	52	58	0	0	100	101	193	1	1	3	24	15.2	1	0
21	2	2	102	0	0.7	1.05763086	0.266533738	4	4	52	58	1	0	99	102	136	2	1	3	24	15.2	1	0
21	2	2	103	0	0.5	1.204645348	0.274910695	4	4	52	58	1	1	98	103	76	1	1	3	24	15.2	1	0
21	2	2	104	1	0.6	1.117314473	0.794977033	4	4	52	58	1	1	97	104	188	2	1	1	24	15.2	1	0
21	2	2	105	0	0.6	1.642665681	0.410898094	4	4	52	58	0	0	96	105	125	2	0	2	24	15.2	1	0
21	2	2	106	0	0.5	1.409799811	0.274496	4	4	52	58	1	0	95	106	135	2	0	2	24	15.2	1	0
21	2	2	107	0	0.5	1.275176446	0.242916678	4	4	52	58	0	1	94	107	110	1	1	3	24	15.2	1	0
21	2	2	108	0	0.5	1.62848268	0.146380099	4	4	52	58	1	0	93	108	112	2	1	3	24	15.2	1	0
21	2	2	109	1	0.6	1.236581955	0.48500974	4	4	52	58	1	1	92	109	151	2	1	1	24	15.2	1	0
21	2	2	110	0	0.7	1.137909683	0.116201052	4	4	52	58	0	0	91	110	137	2	0	2	24	15.2	1	0
21	2	2	111	1	0.7	1.25248852	0.259179566	4	4	52	58	1	1	90	111	159	2	1	1	24	15.2	1	0
21	2	2	112	1	0.5	1.485118979	0.728598974	4	4	52	58	1	0	89	112	27	1	1	3	24	15.2	1	0
21	2	2	113	1	0.5	1.440164556	0.230209002	4	4	52	58	0	1	88	113	171	2	0	4	24	15.2	1	0
21	2	2	114	1	0.5	2.008817181	0.020209381	4	4	52	58	1	0	87	114	11	1	1	3	24	15.2	1	0
21	2	2	115	1	0.5	1.509131169	0.308763941	4	4	52	58	1	0	86	115	152	1	0	4	24	15.2	1	0
21	2	2	116	0	0.6	1.19510513	0.02725149	4	4	52	58	0	0	85	116	19	2	1	3	24	15.2	1	0
21	2	2	117	1	0.7	1.524613417	0.21886985	4	4	52	58	0	1	84	117	156	2	1	1	24	15.2	1	0
21	2	2	118	0	0.7	1.326002659	0.257715466	4	4	52	58	1	1	83	118	21	1	0	2	24	15.2	1	0
21	2	2	119	0	0.6	1.252593396	0.363620357	4	4	52	58	1	0	82	119	131	2	0	2	24	15.2	1	0
21	2	2	120	0	0.6	1.867755307	0.387893936	4	4	52	58	0	0	81	120	48	2	0	2	24	15.2	1	0
21	2	2	121	0	0.6	1.231789075	0.251565287	4	4	52	58	0	0	80	121	149	2	1	3	24	15.2	1	0
21	2	2	122	1	0.6	1.340209073	0.6590634	4	4	52	58	0	1	79	122	12	2	1	1	24	15.2	1	0
21	2	2	123	0	0.5	2.339001872	0.058709258	4	4	52	58	1	1	78	123	47	1	1	3	24	15.2	1	0
21	2	2	124	0	0.7	1.408113451	0.07620789	4	4	52	58	1	0	77	124	95	2	0	2	24	15.2	1	0
21	2	2	125	0	0.5	2.216237871	0.294465801	4	4	52	58	1	0	76	125	61	2	1	3	24	15.2	1	0
21	2	2	126	1	0.5	2.703591132	0.147328476	4	4	52	58	1	0	75	126	192	1	1	3	24	15.2	1	0
21	2	2	127	0	0.5	1.408999608	0.219386534	4	4	52	58	1	0	74	127	178	2	0	2	24	15.2	1	0
21	2	2	128	0	0.7	1.260500815	0.033922522	4	4	52	58	1	1	73	128	165	1	0	2	24	15.2	1	0
21	2	2	129	0	0.6	1.347163624	0.607217288	4	4	52	58	1	0	72	129	142	2	1	3	24	15.2	1	0
21	2	2	130	1	0.8	1.057557093	0.288577652	4	4	52	58	0	1	71	130	111	2	1	3	24	15.2	1	0
21	2	2	131	0	0.8	1.180832648	0.202378287	4	4	52	58	0	1	70	131	128	1	0	2	24	15.2	1	0
21	2	2	132	1	0.7	1.360353667	0.306715806	4	4	52	58	0	0	69	132	123	1	1	1	24	15.2	1	0
21	2	2	133	1	0.7	1.306399765	0.620036254	4	4	52	58	0	1	68	133	107	2	1	1	24	15.2	1	0
21	2	2	134	1	0.7	1.340206828	0.290845162	4	4	52	58	0	0	67	134	147	1	1	1	24	15.2	1	0
21	2	2	135	1	0.7	1.684586386	0.210870063	4	4	52	58	1	1	66	135	55	2	1	1	24	15.2	1	0
21	2	2	136	0	0.5	1.819313987	0.001896113	4	4	52	58	1	1	65	136	58	1	1	3	24	15.2	1	0
21	2	2	137	0	0.6	1.07906059	0.450966306	4	4	52	58	1	0	64	137	200	2	1	3	24	15.2	1	0
21	2	2	138	0	0.6	1.447841696	0.501836138	4	4	52	58	1	1	63	138	144	1	1	3	24	15.2	1	0
21	2	2	139	0	0.6	1.592349737	0.076289033	4	4	52	58	0	0	62	139	78	2	1	3	24	15.2	1	0
21	2	2	140	1	0.7	1.084464768	0.043730544	4	4	52	58	0	0	61	140	145	1	1	1	24	15.2	1	0
21	2	2	141	1	0.5	1.624957616	0.171625147	4	4	52	58	1	0	60	141	105	1	1	1	24	15.2	1	0
21	2	2	142	0	0.5	1.564219467	0.210552868	4	4	52	58	0	1	59	142	65	1	0	4	24	15.2	1	0
21	2	2	143	0	0.6	1.481108341	0.24384517	4	4	52	58	0	0	58	143	189	2	0	2	24	15.2	1	0
21	2	2	144	1	0.5	2.089021276	0.213627316	4	4	52	58	0	1	57	144	118	2	1	3	24	15.2	1	0
21	2	2	145	0	0.7	1.548168898	0.258989698	4	4	52	58	1	1	56	145	176	1	0	2	24	15.2	1	0
21	2	2	146	0	0.7	1.211091554	0.379958293	4	4	52	58	0	0	55	146	49	2	1	3	24	15.2	1	0
21	2	2	147	1	0.7	1.241300107	0.035151211	4	4	52	58	1	0	54	147	126	1	1	3	24	15.2	1	0
21	2	2	148	1	0.6	1.996810284	0.148499114	4	4	52	58	1	1	53	148	93	2	1	3	24	15.2	1	0
21	2	2	149	0	0.6	1.3005841	0.26972974	4	4	52	58	0	1	52	149	81	1	1	3	24	15.2	1	0
21	2	2	150	1	0.7	1.524324125	0.552398717	4	4	52	58	1	0	51	150	179	1	1	1	24	15.2	1	0
21	2	2	151	1	0.7	1.08752318	0.738953187	4	4	52	58	0	1	50	151	88	2	1	1	24	15.2	1	0
21	2	2	152	0	0.6	1.937366571	0.324013665	4	4	52	58	1	1	49	152	70	1	0	2	24	15.2	1	0
21	2	2	153	1	0.6	1.236146093	0.36249462	4	4	52	58	1	1	48	153	187	2	1	1	24	15.2	1	0
21	2	2	154	0	0.6	1.415419836	0.411467056	4	4	52	58	0	0	47	154	8	2	0	2	24	15.2	1	0
21	2	2	155	0	0.5	1.933969155	0.251024549	4	4	52	58	1	0	46	155	124	2	1	3	24	15.2	1	0
21	2	2	156	1	0.7	1.07548806	0.264860848	4	4	52	58	0	1	45	156	162	2	1	1	24	15.2	1	0
21	2	2	157	0	0.7	1.299899357	0.272277882	4	4	52	58	1	1	44	157	29	1	1	3	24	15.2	1	0
21	2	2	158	0	0.7	1.329523554	0.108889857	4	4	52	58	0	1	43	158	177	1	0	2	24	15.2	1	0
21	2	2	159	1	0.7	1.420864745	0.463489887	4	4	52	58	1	0	42	159	154	1	1	1	24	15.2	1	0
21	2	2	160	0	0.6	1.269612868	0.634619517	4	4	52	58	0	0	41	160	168	2	0	2	24	15.2	1	0
21	2	2	161	0	0.6	1.59694858	0.395399489	4	4	52	58	0	1	40	161	114	1	1	3	24	15.2	1	0
21	2	2	162	1	0.6	1.526654817	0.099658174	4	4	52	58	0	0	39	162	59	1	1	1	24	15.2	1	0
21	2	2	163	0	0.6	1.281472554	0.550151734	4	4	52	58	0	0	38	163	101	2	0	4	24	15.2	1	0
21	2	2	164	0	0.5	1.237334371	0.331733141	4	4	52	58	1	1	37	164	38	1	0	2	24	15.2	1	0
